cluster_id,centroid_lat,centroid_lon,detection_count,unique_detection_days,observation_window_days,spatial_spread_km,temporal_recurrence,duration_score,detection_frequency,spatial_consistency,persistence_score,persistence_label,mean_frp,max_frp,mean_brightness,max_brightness,mean_confidence,satellite_count,fire_class,industrial_distance_km,industrial_feature_count,forest_distance_km,forest_feature_count,farmland_distance_km,farmland_feature_count,population_distance_km,population_feature_count,land_cover_type
12,29.632507941422592,80.07196541422594,1195,38,43.510416666666664,37.5170662227906,0.8733540818769452,1.0,27.464687574814462,0.0259625173479152,76.08664321265137,HIGH / PERSISTENT,3.133313807531381,51.16,319.740669456067,367.0,,1,WILDFIRE,,0,,0,,0,,0,unknown
13,29.624336666666665,79.78405333333335,3,2,18.041666666666668,0.4538028590878564,0.1108545034642032,1.0,0.1662817551963048,0.6878511716694649,42.969494565029024,MEDIUM / RECURRENT,3.9166666666666665,4.53,343.79333333333335,352.16,,1,WILDFIRE,,0,,0,,0,,0,unknown
14,29.57494,78.05229,3,2,5.002083333333333,0.9531305885728688,0.3998334027488546,0.7145833333333333,0.599750104123282,0.5119985349933458,43.29822333765673,MEDIUM / RECURRENT,13.86,16.36,350.8766666666667,367.0,,1,WILDFIRE,,0,,0,,0,,0,unknown
15,29.791241666666664,79.876935,6,4,31.0125,3.1191573225999716,0.1289802498992341,1.0,0.1934703748488512,0.2427681007747502,34.756611511665895,LOW / TRANSIENT,4.581666666666666,12.35,323.665,343.41,,1,WILDFIRE,,0,,0,,0,,0,unknown
16,29.392565714285716,80.12917285714285,7,4,26.995833333333337,1.6970204269830715,0.1481710140453773,1.0,0.2592992745794104,0.3707795424888996,38.12017489052502,LOW / TRANSIENT,5.17,8.29,331.6271428571428,353.95,,1,WILDFIRE,,0,,0,,0,,0,unknown
17,28.83161636363637,80.19041090909091,11,3,2.9604166666666667,0.9226765006445006,1.0,0.4229166666666666,3.715693173821253,0.5201082967752453,63.40646894981408,MEDIUM / RECURRENT,11.785454545454543,35.8,343.8436363636363,367.0,,1,WILDFIRE,,0,,0,,0,,0,unknown
18,28.933402647058823,80.16499147058823,34,8,16.9875,3.405571467666193,0.47093451066961,1.0,2.0014716703458424,0.2269853087934901,50.02535738999784,MEDIUM / RECURRENT,3.1738235294117647,16.58,328.12882352941176,367.0,,1,WILDFIRE,,0,,0,,0,,0,unknown
19,29.07258,79.84609666666667,3,1,1.0,0.3259306870076029,1.0,0.1428571428571428,3.0,0.7541872360287759,59.65517329200409,MEDIUM / RECURRENT,8.299999999999999,8.36,343.75333333333333,352.02,,1,WILDFIRE,,0,,0,,0,,0,unknown
20,29.127668125,79.61768843750001,32,13,32.518055555555556,7.184347426880055,0.3997779011660188,1.0,0.9840686797932772,0.1221844513486408,43.40405292737003,MEDIUM / RECURRENT,6.553125,45.51,334.5796875,367.0,,1,WILDFIRE,,0,,0,,0,,0,unknown
21,29.189882,78.001978,5,4,14.54375,1.161032171779383,0.2750322303394929,1.0,0.3437902879243661,0.4627418383950318,44.568545405631625,MEDIUM / RECURRENT,1.9200000000000004,3.49,323.45799999999997,342.02,,1,WILDFIRE,,0,,0,,0,,0,unknown
22,29.356958333333328,77.99863833333333,6,6,35.02777777777778,2.1322774336828436,0.1712926249008723,1.0,0.1712926249008723,0.3192565221862318,37.72295756505691,LOW / TRANSIENT,7.286666666666666,10.08,342.27666666666664,352.8,,1,WILDFIRE,,0,,0,,0,,0,unknown
23,29.449694,79.917408,20,10,32.9875,6.655014207873131,0.3031451307313376,1.0,0.6062902614626753,0.1306333303694599,39.435326705911365,LOW / TRANSIENT,3.803,12.52,326.372,351.56,,1,WILDFIRE,,0,,0,,0,,0,unknown
24,29.601529444444445,80.3315,18,10,32.00069444444444,4.552570203980763,0.312493218463141,1.0,0.5624877932336538,0.1800967773956423,40.66417378059009,MEDIUM / RECURRENT,3.8711111111111114,9.16,327.97888888888895,350.09,,1,WILDFIRE,,0,,0,,0,,0,unknown
25,29.77263024193548,80.37705943548386,124,25,32.9875,10.666417529625202,0.7578628268283442,1.0,3.758999621068587,0.0857161161479642,60.757520504088504,MEDIUM / RECURRENT,2.5144354838709684,13.79,319.33935483870954,356.11,,1,WILDFIRE,,0,,0,,0,,0,unknown
26,30.035691097560974,79.63973658536585,82,18,33.50486111111111,8.298453023542837,0.5372354757808776,1.0,2.447406056335109,0.107544770884801,50.84894918269696,MEDIUM / RECURRENT,4.863536585365853,84.74,321.4317073170731,367.0,,1,WILDFIRE,,0,,0,,0,,0,unknown
27,30.213599300857016,78.67540434370771,2217,38,41.53888888888889,41.27747680446126,0.9148054032365922,1.0,53.371673130934866,0.0236532564283608,77.49125424184795,HIGH / PERSISTENT,4.311664411366712,67.99,323.8477807848444,367.0,,1,WILDFIRE,,0,,0,,0,,0,unknown
28,30.31543986149585,79.20288282548476,361,29,40.482638888888886,18.71737436106201,0.7163564628184236,1.0,8.917402864739687,0.0507166918722609,68.92161576556941,MEDIUM / RECURRENT,3.956204986149584,35.86,320.79083102493075,367.0,,1,WILDFIRE,,0,,0,,0,,0,unknown
29,30.34370916666667,78.10061916666666,12,4,7.495138888888889,2.3933258191491076,0.5336792365422033,1.0,1.60103770962661,0.2946961339099334,52.77477137642901,MEDIUM / RECURRENT,1.9375,7.08,321.84083333333336,346.13,,1,WILDFIRE,,0,,0,,0,,0,unknown
30,30.44353,79.07148666666667,6,4,33.50416666666667,1.736041459513298,0.1193881358040044,1.0,0.1790822037060067,0.3654915376091872,36.84657991273592,LOW / TRANSIENT,1.9683333333333335,4.78,316.5266666666667,336.57,,1,WILDFIRE,,0,,0,,0,,0,unknown
31,30.539886216216217,77.98278459459459,37,15,37.99236111111111,6.179899639164026,0.3948162093988192,1.0,0.973879983183754,0.1392777128172271,43.551881551670725,MEDIUM / RECURRENT,3.9186486486486496,10.84,329.8254054054055,367.0,,1,WILDFIRE,,0,,0,,0,,0,unknown
32,28.850961111111108,79.94370666666666,9,3,31.48402777777778,1.0948584046378131,0.0952864106579614,1.0,0.2858592319738844,0.4773592323882593,38.4539274847416,LOW / TRANSIENT,2.852222222222222,12.63,321.3822222222222,355.45,,1,WILDFIRE,,0,,0,,0,,0,unknown
33,29.561523599999997,79.6869068,25,6,30.027083333333337,3.758879140321772,0.1998196072989662,1.0,0.8325816970790259,0.2101335147444792,37.86151994451146,LOW / TRANSIENT,2.9184,12.08,320.1184,354.5,,1,WILDFIRE,,0,,0,,0,,0,unknown
34,29.627388888888888,79.69898777777777,9,5,17.458333333333332,2.3478089143956575,0.2863961813842482,1.0,0.5155131264916468,0.2987028308873832,42.02894921917964,MEDIUM / RECURRENT,3.604444444444444,8.16,324.28444444444443,346.94,,1,WILDFIRE,,0,,0,,0,,0,unknown
35,29.640711818181817,79.20651363636364,11,7,26.009722222222223,2.818998270375918,0.2691301329631014,1.0,0.4229187803705879,0.261848770070683,40.50236761586339,MEDIUM / RECURRENT,2.8609090909090913,6.34,325.3536363636364,350.47,,1,WILDFIRE,,0,,0,,0,,0,unknown
36,29.663219411764707,80.20793,17,8,26.99652777777778,3.764634291196947,0.2963344051446945,1.0,0.6297106109324758,0.2098796967161954,40.82871933625317,MEDIUM / RECURRENT,3.3517647058823528,10.71,323.3729411764706,367.0,,1,WILDFIRE,,0,,0,,0,,0,unknown
37,29.8440075,80.25340875,8,7,30.497222222222224,2.8150566432309008,0.229529101011021,1.0,0.262318972584024,0.262119306085353,38.80054260226085,LOW / TRANSIENT,3.12,7.76,319.0475,342.38,,1,WILDFIRE,,0,,0,,0,,0,unknown
38,29.86921052631579,79.33155368421053,19,10,30.027083333333337,3.545431626547999,0.3330326788316103,1.0,0.6327620897800597,0.22000110928067,42.32169012427988,MEDIUM / RECURRENT,2.7863157894736843,8.05,320.5710526315789,342.16,,1,WILDFIRE,,0,,0,,0,,0,unknown
39,29.90222,79.055575,4,3,40.50555555555555,1.2847704551972925,0.0740639144150322,1.0,0.0987518858867096,0.4376807296878535,36.54335537005662,LOW / TRANSIENT,6.24,12.81,326.1325,354.36,,1,WILDFIRE,,0,,0,,0,,0,unknown
40,29.95233166666667,79.672275,6,4,33.50486111111111,1.9539291479974084,0.1193856612846394,1.0,0.1790784919269591,0.3385321549360592,36.30729822753749,LOW / TRANSIENT,1.415,3.99,306.35999999999996,330.74,,1,WILDFIRE,,0,,0,,0,,0,unknown
41,30.34704177777778,78.23822311111111,45,13,41.022222222222226,5.574849948929021,0.3169014084507042,1.0,1.096966413867822,0.1520947257758924,41.32737663902814,MEDIUM / RECURRENT,2.3884444444444446,8.54,317.1791111111112,348.27,,1,WILDFIRE,,0,,0,,0,,0,unknown
42,29.028445,80.086525,8,5,26.009722222222223,1.6275323976431777,0.1922358092593581,1.0,0.307577294814973,0.3805852216691873,39.95511234709123,LOW / TRANSIENT,10.08,29.95,339.26125,349.0,,1,WILDFIRE,,0,,0,,0,,0,unknown
43,29.0318225,79.84344999999999,4,2,5.004861111111111,0.9918791470468408,0.3996114888303038,0.7149801587301587,0.7992229776606077,0.5020384903785953,43.50012184020772,MEDIUM / RECURRENT,4.0475,5.82,338.0,346.57,,1,WILDFIRE,,0,,0,,0,,0,unknown
44,29.315156,77.99382599999998,5,3,26.99652777777778,1.0705214145165165,0.1111254019292604,1.0,0.185209003215434,0.4829701315760156,38.919209705475296,LOW / TRANSIENT,2.23,4.49,326.05600000000004,343.07,,1,WILDFIRE,,0,,0,,0,,0,unknown
45,29.513254999999997,80.73223,4,3,27.513194444444444,0.8265387173796614,0.1090385925944622,1.0,0.1453847901259496,0.5474836040894837,40.056792402847755,MEDIUM / RECURRENT,4.695,5.81,334.19,346.5,,1,WILDFIRE,,0,,0,,0,,0,unknown
46,29.735484615384618,80.80038384615385,13,5,30.54375,3.560053404321868,0.1636996112134233,1.0,0.4256189891549007,0.219295677338391,35.96663791754744,LOW / TRANSIENT,17.353846153846153,39.46,334.7830769230769,367.0,,1,WILDFIRE,,0,,0,,0,,0,unknown
47,30.010050833333334,79.51834083333334,12,8,30.497222222222224,3.364192029225179,0.262318972584024,1.0,0.393478458876036,0.2291374882918569,39.550870724030055,LOW / TRANSIENT,5.079166666666667,14.34,327.36749999999995,352.49,,1,WILDFIRE,,0,,0,,0,,0,unknown
48,30.43144375,78.56561375,8,3,29.44097222222222,2.1569704458069734,0.101898808821795,1.0,0.2717301568581201,0.3167593796540542,35.44510621556015,LOW / TRANSIENT,3.4287499999999995,12.12,310.17375000000004,341.59,,1,WILDFIRE,,0,,0,,0,,0,unknown
49,30.43756666666667,78.71526333333334,3,2,3.501388888888889,1.0415548852849157,0.5712019040063466,0.5001984126984127,0.85680285600952,0.4898227361937623,44.00708739357674,MEDIUM / RECURRENT,6.456666666666667,17.53,314.2266666666667,342.93,,1,WILDFIRE,,0,,0,,0,,0,unknown
50,30.574143333333335,79.54518666666667,3,2,1.0,0.2895479150325508,1.0,0.1428571428571428,3.0,0.7754655630417253,60.08073983226308,MEDIUM / RECURRENT,3.9333333333333336,5.53,322.5733333333333,338.89,,1,WILDFIRE,,0,,0,,0,,0,unknown
51,28.703573999999996,80.05991999999999,5,1,1.0,0.8573757629799453,1.0,0.1428571428571428,5.0,0.5383940180179886,59.33930893178834,MEDIUM / RECURRENT,0.844,1.1,305.43999999999994,313.55,,1,WILDFIRE,,0,,0,,0,,0,unknown
